Data;Institucija;Pirkinys yra:;Pirkinio pavadinimas;Matavimo vienetai;Kiekis;Sutarties vertë (Eur) su PVM (þodþiu sudarytos sutarties atveju-  sàskaitoje faktûroje ar kt  mokëjimo dokumente nurodyta vertë (Eur) su PVM);Pirkimo bûdas;Laimëjusio dalyvio pavadinimas;BVPÞ kodas.;Sutarties ásipareigojimø dalis, kuriai laimëtojas ketina pasitelkti treèiuosius asmenis kaip subrangovus, subtiekëjus ar subteikëjus
2016.03.07;Sporto mokykla „Dubysa“;Prekës;Skintos gëlës;Vnt. (vienetai);30;14,96;Apklausa þodþiu;nesitelkta;03121200-7;nesitelkta
2016.03.07;Plaukimo mokykla „Delfinas“;Prekës;Geriamasis vanduo;Vnt. (vienetai);1;1,74;Apklausa þodþiu;Sidabrinë srovë„ UAB;41110000-3;Nepasitelkiama
2016.03.07;Plaukimo mokykla „Delfinas“;Prekës;Smulki biuro áranga;pak.;56;44,79;Apklausa þodþiu;Charlot LT, UAB;30197000-6;Nepasitelkiama
2016.03.07;Plaukimo mokykla „Delfinas“;Paslaugos;Keleiviniø transporto priemoniø nuoma su vairuotoju;Vnt. (vienetai);1;260;Apklausa þodþiu;UAB „Juozas veþa„;60170000-0;Nepasitelkiama
2016.03.08;Plaukimo mokykla „Delfinas“;Prekës;Krovininiø automobiliø, furgonø ir automobiliø atsarginës dalys;Vnt. (vienetai);1;564,96;Apklausa þodþiu;Transalda„ UAB;34330000-9;Nepasitelkiama
2016.03.09;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;biuro reikmenys;Vnt. (vienetai);536;81,01;uþsakymas per CPO LT;UAB Eurobiuras;30192000-1;0
2016.03.09;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;biuro reikmenys;Vnt. (vienetai);50;145,81;uþsakymas per CPO LT;UAB Officeday;30192000-1;0
2016.03.09;Plaukimo mokykla „Delfinas“;Paslaugos;Reklamos paslaugos;Vnt. (vienetai);50;212,36;Apklausa þodþiu;UAB „Garbaris„;79341000-6;Nepasitelkiam
2016.03.09;Plaukimo mokykla „Delfinas“;Paslaugos;Sportinës paslaugos;Vnt. (vienetai);1;37;Apklausa þodþiu;UAB „Galika„;92600000-7;Nepasitelkiama
2016.03.10;Sporto mokykla „Dubysa“;Paslaugos;Su transportu susijæs draudimas (automobilio FORD TOURNECO CUSTOM (M) draudimas);Vnt. (vienetai);1;290;Neskelbiama apklausa raðtu;"""BTA Insurance Company"" SE filialas Lietuvoje";66514100-7;nesitelkta
2016.03.10;Dainavimo mokykla „Dagilëlis“;Paslaugos;Miesto ir tolimojo susisiekimo autobusø nuoma su vairuotoju;KM;453.40;411,4;Apklausa þodþiu;"UAB ""Transbusas""";60172000-4;-
2016.03.14;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;biuro reikmenys;Vnt. (vienetai);396;164,39;uþsakymas per CPO LT;UAB Koslita;30192000-1;0
2016.03.14;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;biuro reikmenys;m (metrai);6000;63,11;uþsakymas per CPO LT;UAB Libeta ir ko;30192000-1;0
2016.03.14;Ðiauliø futbolo akademija;Paslaugos;Keleiviø transporto priemoniø nuoma su vairuotoju;Vnt. (vienetai);1;170;Apklausa þodþiu;UAB LL Mediena;60170000-0;-
2016.03.15;Ðiauliø futbolo akademija;Prekës;Popierius spausdintuvams;Vnt. (vienetai);5;12,89;Apklausa þodþiu;UAB Eurobiuras;30197630-1;-
2016.03.15;Plaukimo mokykla „Delfinas“;Prekës;Geriamasis vanduo;Vnt. (vienetai);1;1,74;Apklausa þodþiu;„Sidabrinë srovë„ UAB;41110000-3;Nepasitelkiama
2016.03.15;Plaukimo mokykla „Delfinas“;Paslaugos;Draudimo paslaugos;Vnt. (vienetai);1;56,92;Apklausa þodþiu;„Vestekspress„ UAB;66510000-8;Nepasitelkiama
2016.03.15;Plaukimo mokykla „Delfinas“;Paslaugos;Stovyklavieèiø paslaugos;Vnt. (vienetai);2;285;Apklausa þodþiu;Lietuvos plaukimo federacija;55220000-8;Nepasitelkiama
2016.03.16;Plaukimo mokykla „Delfinas“;Paslaugos;Apgyvendinimo paslaugos;Vnt. (vienetai);1;2578,31;Apklausa þodþiu;Lietuvos plaukimo federacija;98341000-5;Nepasitelkiama
2016.03.17;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;inertinës dujos;Kg (kilogramai);29;13,35;Apklausa þodþiu;AB Achemos filialas GASCHEMA;24111200-7;0
2016.03.17;Sporto mokykla „Dubysa“;Paslaugos;Saugos mokymo paslaugos ( ámonës darbuotojo saugos ir sveikatos spec. kurso mokymai);Vnt. (vienetai);1;90;Apklausa þodþiu;"UAB ""SAUGOTYRA""";80330000-6;nesitelkta
2016.03.18;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;baterijos;Vnt. (vienetai);2;3,4;Apklausa þodþiu;UAB Milgreta;31440000-2;0
2016.03.18;Plaukimo mokykla „Delfinas“;Paslaugos;Medicinos personalo teikiamos paslaugos;Vnt. (vienetai);6;163;Apklausa þodþiu;Ministerio De educacion, cultura y deporte;85141000-9;Nepasitelkiama
2016.03.21;Dainavimo mokykla „Dagilëlis“;Prekës;Vëliavos;Vnt. (vienetai);1;29,21;Supaprastintas atviras konkursas;"UAB ""Vellera plius""";35821000-5;-
2016.03.21;Plaukimo mokykla „Delfinas“;Prekës;Geriamasis vanduo;Vnt. (vienetai);1;1,74;Apklausa þodþiu;„Sidabrinë srovë„ UAB;41110000-3;Nepasitelkiama
2016.03.21;Plaukimo mokykla „Delfinas“;Prekës;"Popieriniai arba kartoniniai þurnalai, apskaitos knygos, segtuvai, blankai ir kiti spausdinti raðtinës
reikmenys";Vnt. (vienetai);3;13,67;Apklausa þodþiu;UAB„ Blankø leidykla„;22800000-8;Nepasitelkiama
2016.03.21;Plaukimo mokykla „Delfinas“;Prekës;"Ðluotos, ðepeèiai ir kiti ávairiø rûðiø gaminiai
Vandens valymo chemikalai";Vnt. (vienetai);13;135,07;Apklausa þodþiu;UAB„ Optika ir technologija„;39224000-8 24962000-5;Nepasitelkiama
2016.03.23;Ðiauliø futbolo akademija;Paslaugos;"Autobusø remonto paslaugos (VW); Ávairi transporto áranga ir atsarginës dalys";Vnt. (vienetai);8;297,26;Apklausa þodþiu;UAB Autostilsas;"50113100-1; 34900000-6";-
2016.03.23;Plaukimo mokykla „Delfinas“;Prekës;Laikraðèiai, dienraðèiai, periodiniai leidiniai ir þurnalai;Vnt. (vienetai);1;68,97;Apklausa þodþiu;E-WAY, UAB;22200000-2;Nepasitelkiama
2016.03.24;Plaukimo mokykla „Delfinas“;Paslaugos;Draudimo paslaugos;Vnt. (vienetai);1;7,65;Apklausa þodþiu;ADB Gjensidige;66510000-8;Nepasitelkiam
2016.03.24;Plaukimo mokykla „Delfinas“;Paslaugos;Gaisrø gesinimo árenginiø prieþiûros paslaugos;Vnt. (vienetai);7;22,01;Apklausa þodþiu;LDG Ðiauliø apskrities gaisrininkø draugija;50413200-5;Nepasitelkiama
2016.03.24;Plaukimo mokykla „Delfinas“;Paslaugos;Dezinfekavimo ir naikinimo paslaugos;Vnt. (vienetai);1;10,72;Apklausa þodþiu;UAB„ Ðiauliø dezinfektoriø brigada;90921000-9;Nepasitelkiama
2016.03.24;Plaukimo mokykla „Delfinas“;Paslaugos;Dezinfekavimo ir naikinimo paslaugos;Vnt. (vienetai);1;18;Apklausa þodþiu;UAB Ðiauliø dezinfektoriø brigada„;90921000-9;Nepasitelkiama
2016.03.25;Ðiauliø futbolo akademija;Prekës;Atminties kaupimo laikmenos;Vnt. (vienetai);1;65;Apklausa þodþiu;UAB D&G Kompiuteriai;30234500-3;-
2016.03.25;Ðiauliø futbolo akademija;Paslaugos;Keleiviø transporto priemoniø nuoma su vairuotoju;Kilometrai;330;150;Apklausa þodþiu;UAB Juozas veþa;60170000-0;-
2016.03.25;Sporto mokykla „Dubysa“;Prekës;Kompiuterinë áranga ir reikmenys;Vnt. (vienetai);2;133,1;CPO;"UAB ""NUKLONAS""";30200000-1;nesitelkta
2016.03.25;Plaukimo mokykla „Delfinas“;Paslaugos;Automobiliø remonto paslaugos;Vnt. (vienetai);5;78;Apklausa þodþiu;UAB„ Lotostra„;50112100-4;Nepasitelkiama
2016.03.25;Plaukimo mokykla „Delfinas“;Prekës;Geriamasis vanduo;Vnt. (vienetai);1;1,74;Apklausa þodþiu;„Sidabrinë srovë„ UAB;41110000-3;Nepasitelkiama
2016.03.25;Plaukimo mokykla „Delfinas“;Paslaugos;Sportinës paslaugos;Vnt. (vienetai);1;39;Apklausa þodþiu;UAB „Galika„;92600000-7;Nepasitelkiama
2016.03.29;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;medaliai;Mën (mënesiai);36;priklausomai nuo varþybø skaièiaus;Neskelbiama apklausa raðtu;UAB Sidabrinis medis;18512200-3;0
2016.03.29;Ðiauliø sutrikusios klausos vaikø ugdymo centras;Paslaugos;Elektra;Vnt. (vienetai);12;4220;CPO;"UAB ,,Imlitex""";09310000-5;Ne
2016.03.29;Plaukimo mokykla „Delfinas“;Paslaugos;Laboratorijø paslaugos;Vnt. (vienetai);1;125,33;Apklausa þodþiu;Nacionalinë visuomenës sveikatos prieþiûros laboratorija;71900000-7;Nepasitelkiama
2016.03.29;Plaukimo mokykla „Delfinas“;Paslaugos;Spausdintuvø kasetës;Vnt. (vienetai);2;80,54;Apklausa þodþiu;UAB„ Konica Minolta Baltia„;30237310-5;Nepasitelkiama
2016.03.29;Ðiauliø Normundo Valterio jaunimo mokykla;Prekës;Gumos ir plastiko reikmenys;Vnt. (vienetai);500;574,75;Skelbiama apklausa raðtu;UAB ,,D&G Reklama;19500000;Nëra
2016.03.30;Plaukimo mokykla „Delfinas“;Paslaugos;Dezinfekavimo ir naikinimo paslaugos;Vnt. (vienetai);1;100;Apklausa þodþiu;UAB „Ðiauliø dezinfektoriø brigada„;90921000-9;Nepasitelkiama
2016.03.31;Stasio Ðalkauskio gimnazija;Paslaugos;Keleiviniu transporto priemoniu nuoma su vairuotoju;Kelioniø kiekis;1;200;Neskelbiama apklausa raðtu;"UAB ""Ridveila""";60170000-0;NËRA
2016.03.31;Ðiauliø futbolo akademija;Paslaugos;"Autobusø remonto paslaugos (MAN); Ávairi transporto áranga ir atsarginës dalys";Vnt. (vienetai);3;40,84;Apklausa þodþiu;UAB Autostilsas;"50113100-1; 34900000-6";-
2016.03.31;Ðiauliø futbolo akademija;Paslaugos;Turto draudimo paslaugos (butas Radviliðkio g. 64-47);Vnt. (vienetai);1;26,32;Apklausa þodþiu;BTA Insurance Company  SE fil. Lietuvoje;66516400-4;-
2016.03.31;Sporto mokykla „Dubysa“;Prekës;Vandenilis, argonas, inertinës dujos, azotas ir deguonis (techninis deguonis);Vnt. (vienetai);1;5,8;Apklausa þodþiu;UAB ELME MESSER LIT Ðiauliø filialas;24111000-5;nesitelkta
2016.03.31;Plaukimo mokykla „Delfinas“;Prekës;Geriamasis vanduo;Vnt. (vienetai);1;1,74;Apklausa þodþiu;„Sidabrinë srovë„ UAB;41110000-3;Nepasitelkiama
2016.03.31;Plaukimo mokykla „Delfinas“;Paslaugos;Automobiliø plovimo ir panaðios paslaugos;Vnt. (vienetai);1;3,6;Apklausa þodþiu;UAB „Lukoil Baltija;50112300-6;Nepasitelkiama
2016.03.31;Plaukimo mokykla „Delfinas“;Prekës;"Benzinas.
Dyzelinis kuras";l (litrai);678;593,72;Apklausa þodþiu;"UAB „Apsaga""";09132000-3 09134200-9;Nepasitelkiama
2016.04.04;Plaukimo mokykla „Delfinas“;Prekës;Transporto bilietai;Vnt. (vienetai);1;1447,2;Apklausa þodþiu;UAB BPC Travel;34980000-0;Nepasitelkiama
2016.04.05;Plaukimo mokykla „Delfinas“;Paslaugos;Mokomieji seminarai;Vnt. (vienetai);1;12;Apklausa þodþiu;Ðiauliø m. savivaldybës Ðvietimo centras;80522000-9;Nepasitelkiama
2016.04.06;Plaukimo mokykla „Delfinas“;Prekës;Geriamasis vanduo;Vnt. (vienetai);1;1,74;Apklausa þodþiu;„Sidabrinë srovë „ UAB;41110000-3;Nepasitelkiama
2016.04.06;Plaukimo mokykla „Delfinas“;Paslaugos;Gydytojø specialistø paslaugos;Vnt. (vienetai);1;50;Apklausa þodþiu;UAB „Bendrosios medicinos praktika„;85121200-5;Nepasitelkiama
2016.04.06;Plaukimo mokykla „Delfinas“;Prekës;Smulki biuro áranga;Vnt. (vienetai);30;31,54;Apklausa þodþiu;Charlot LT, UAB;30197000-6;Nepasitelkiama
2016.04.06;Plaukimo mokykla „Delfinas“;Paslaugos;Reklamos paslaugos;Vnt. (vienetai);44;477,56;Apklausa þodþiu;UAB „Garbaris;79341000-6;Nepasitelkiama
2016.04.07;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Paslaugos;árenginiø remontas ir prieþiûra;Vnt. (vienetai);4;38,5;Apklausa þodþiu;UAB Dovalga;45259000-7;0
2016.04.07;Ðiauliø futbolo akademija;Paslaugos;Draudimo nuo þalos ar nuostoliø paslaugos (pastatas Kvieèiø g. 9);Vnt. (vienetai);1;81;Apklausa þodþiu;Compensa Vienna Insurance Group UADB;66515000-3;-
2016.04.07;Plaukimo mokykla „Delfinas“;Paslaugos;Draudimo paslaugos;Vnt. (vienetai);1;11,81;Apklausa þodþiu;ADB Gjensidige;66510000-8;Nepasitelkiama
2016.04.08;Stasio Ðalkauskio gimnazija;Paslaugos;Keleiviniu transporto priemoniu nuoma su vairuotoju;Kelioniø kiekis;2;255;Neskelbiama apklausa raðtu;"UAB ""Vaþiuok""";60170000-0;NËRA
2016.04.08;Lopðelis-darþelis „Þilvitis“;Prekës;BIURO REIKMENYS;Vnt. (vienetai);1255;79,5;CPO;"UAB ""EUROBIURAS'";30192000-1;NE
2016.04.08;Sporto mokykla „Dubysa“;Prekës;Vamzdþiø jungtys (greitoji jungtis kompresoriui);Vnt. (vienetai);2;12,22;Apklausa þodþiu;"UAB ""WURTH Lietuva"" Ðiauliø atstovybë";44163240-4;nesitelkta
2016.04.11;Ðiauliø futbolo akademija;Prekës;Lipnûs tvarsèiai (teipai);Vnt. (vienetai);97;228,04;Apklausa þodþiu;UAB FD Group;33141111-1;-
2016.04.11;Ðiauliø sutrikusios klausos vaikø ugdymo centras;Paslaugos;Mokomieji seminarai;Vnt. (vienetai);1;30;Apklausa þodþiu;"VÁ ,,Vaiko labui""";80522000;Ne
2016.04.11;Plaukimo mokykla „Delfinas“;Prekës;Geriamasis vanduo;Vnt. (vienetai);1;1,74;Apklausa þodþiu;Sidabrinë srovë„ UAB;41110000-3;Nepasitelkiama
2016.04.11;Plaukimo mokykla „Delfinas“;Paslaugos;Keleiviniø transporto priemoniø nuoma su vairuotoju;Vnt. (vienetai);1;260;Apklausa þodþiu;UAB „Juozas veþa„;60170000-0;Nepasitelkiama
2016.04.11;Plaukimo mokykla „Delfinas“;Paslaugos;Dovanos ir apdovanojimai;Vnt. (vienetai);398;141,23;Apklausa þodþiu;UAB „Taurës„;18530000-3;Nepasitelkiama
2016.04.12;Lopðelis-darþelis „Þilvitis“;Paslaugos;Elektros energijos tiekimas;kwh;6600;1330,44;CPO;"UAB ""Energijos tiekimas""";65300000-6;NE
2016.04.12;Ðiauliø futbolo akademija;Paslaugos;Specialistø mokymo paslaugos ;Vnt. (vienetai);7;175;Apklausa þodþiu;Stats4sportApS filialas;80510000-2;-
2016.04.12;Plaukimo mokykla „Delfinas“;Paslaugos;Draudimo paslaugos;Vnt. (vienetai);1;5,8;Apklausa þodþiu;ADB Gjensidige;66510000-8;Nepasitelkiama
2016.04.13;Ðiauliø futbolo akademija;Paslaugos;Pagalbinës statybinës paslaugos;Vnt. (vienetai);35;43,96;Neskelbiama apklausa raðtu;UAB Cramo;71326000-9;-
2016.04.14;Plaukimo mokykla „Delfinas“;Paslaugos;Apgyvendinimo paslaugos;Vnt. (vienetai);1;508,01;Apklausa þodþiu;Lietuvos plaukimo federacija;98341000-5;Nepasitelkiama
2016.04.14;Plaukimo mokykla „Delfinas“;Paslaugos;Apgyvendinimo paslaugos;Vnt. (vienetai);5;550;Apklausa þodþiu;Lietuvos plaukimo federacija;98341000-5;Nepasitelkiama
2016.04.15;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;plëvelë;m2  (kvadratiniai metrai);6;8,34;Apklausa þodþiu;UAB ERMITApklausa þodþiuAS;44176000-4;0
2016.04.15;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Paslaugos;kompiuteriø árangos prieþiûra ir remontas;val (valandos);1;12;Neskelbiama apklausa raðtu;UAB ITservis;50312000-5;0
2016.04.15;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Paslaugos;spausdintuvø kasetës;Vnt. (vienetai);1;10;Neskelbiama apklausa raðtu;UAB ITservis;30237310-5;0
2016.04.15;Ðiauliø futbolo akademija;Prekës;Tràðø skirstytuvai;Vnt. (vienetai);1;250;Neskelbiama apklausa raðtu;UAB Viva motor;16141000-5;-
2016.04.15;Ðiauliø futbolo akademija;Prekës;Ávairi biuro áranga ir reikmenys;Vnt. (vienetai);241;57,4;CPO LT;UAB CHARLOT LT;30190000-7;-
2016.04.15;Dainavimo mokykla „Dagilëlis“;Paslaugos;Miesto ir tolimojo susisiekimo autobusø nuoma su vairuotoju;KM;450;400;Apklausa þodþiu;"UAB ""Kelioniø Era""";60172000-4;-
2016.04.15;Plaukimo mokykla „Delfinas“;Prekës;Geriamasis vanduo;Vnt. (vienetai);1;1,74;Apklausa þodþiu;„Sidabrinë srovë„ UAB;41110000-3;Nepasitelkiama
2016.04.15;Plaukimo mokykla „Delfinas“;Prekës;Mineralø papildai;Vnt. (vienetai);6;59,81;Apklausa þodþiu;UAB Sovereina;33617000-8;Nepasitelkiama
2016.04.15;Plaukimo mokykla „Delfinas“;Prekës;Mineralinis vanduo;Vnt. (vienetai);252;98,38;Apklausa þodþiu;UAB „Osama„;15981000-8;Nepasitelkiama
2016.04.18;Ðiauliø futbolo akademija;Prekës;Popierius spausdintuvams;Vnt. (vienetai);50;140,36;CPO LT;UAB Offceday;30197630-1;-
2016.04.19;Stasio Ðalkauskio gimnazija;Paslaugos;Centrinio ðildymo remonto ir prieþiuros paslaugos;Mën (mënesiai);24;955,44;Neskelbiama apklausa raðtu;Ðiauliø miesto savivaldybës Ðvietimo centras;50720000-8 ;NËRA
2016.04.19;Lopðelis-darþelis „Þilvitis“;Prekës;Þaidimø aikðteliø árenginiai;Vnt. (vienetai);5;2800;Apklausa þodþiu;"UAB ""EÞERËLIO VAIVORYKÐTË""";37535200-9;NE
2016.04.19;Dainavimo mokykla „Dagilëlis“;Prekës;"Ðluotos, ðepeèiai ir kiti namø valymo reikmenys.
Darbo pirðtinës.
Muilas.
Vienkartiniai stalo árankiai ir lëkðtës.
Stalo servetëlës.
Polietileno maiðai ir maiðeliai ðiukðlëms bei atliekoms.
Grindø valikliai.
Tualetø valikliai.
Ðarminiai valikliai.
Prekëms pakuoti skirti maiðai.
Popierinës servetëlës.
Tirpikliai.
Valikliai.";vnt., pak.;1313;68,37;Supaprastintas atviras konkursas;"UAB ""Koslita""";"39224300-1; 18141000-9; 33711900-6; 39222110-8; 39513200-3; 19640000-4; 39831300-9; 39831600-2; 39822000-0; 18937000-6; 33764000-3; 44832000-1; 39830000-9";-
2016.04.19;Plaukimo mokykla „Delfinas“;Paslaugos;Laboratorijø paslaugos;Vnt. (vienetai);1;96,49;Apklausa þodþiu;Nacionalinë visuomenës sveikatos prieþiûros laboratorija;71900000-7;Nepasitelkiama
2016.04.20;Plaukimo mokykla „Delfinas“;Paslaugos;Treniruokliai;Vnt. (vienetai);6;2800;Apklausa þodþiu;Ind. V. Þigimantas Kauneckas;34150000-3;Nepasitelkiama
2016.04.21;Plaukimo mokykla „Delfinas“;Paslaugos;Draudimo paslaugos;Vnt. (vienetai);1;46,64;Apklausa þodþiu;ADB Gjensidige;66510000-8;Nepasitelkiama
2016.04.21;Plaukimo mokykla „Delfinas“;Prekës;Smulki biuro áranga;Vnt. (vienetai);12;38,68;Apklausa þodþiu;„Charlot LT„ UAB;30197000-6;Nepasitelkiama
2016.04.22;Ðiauliø sutrikusios klausos vaikø ugdymo centras;Prekës;Ávairûs spaudiniai;Vnt. (vienetai);21;61,24;CPO;"UAB ,,Officeday""";22900000;Ne
2016.04.22;Ðiauliø futbolo akademija;Prekës;"Ðiukðliadëþës;
Polietileno maiðai ir maiðeliai ðiukðlëms bei atliekoms;
Gumuoti tekstilës gaminiai (guminës pirðtinës);
Darbo pirðtinës";Vnt. (vienetai);110;151,98;CPO LT;UAB Office system;"39224340-3; 19640000-4;19513000-5; 18141000-9";-
2016.04.22;Ðiauliø futbolo akademija;Prekës;"Ávairios tràðos
(Amonio salietra,
NPK 16-16-16 Azofoska) ";Vnt. (vienetai);1;454,96;Neskelbiama apklausa raðtu;UAB Þvalguva;24400000-0;-
2016.04.22;Plaukimo mokykla „Delfinas“;Prekës;Geriamasis vanduo;Vnt. (vienetai);1;1,74;Apklausa þodþiu;Sidabrinë srovë, UAB;41110000-3;Nepasitelkiama
2016.04.23;Ðiauliø futbolo akademija;Darbai;"Gaisrinës signalizacijos sistemø montavimo darbai
Apsaugos nuo ásilauþimo signalizacijos sistemø montavimo darbai";Vnt. (vienetai);1;3315,4;Neskelbiama apklausa raðtu;UAB Saugos tarnyba „Argus”;"45312100-8 ;45312200-9";-
2016.04.24;Ðiauliø futbolo akademija;Prekës;Specializuoti chemijos produktai;Vnt. (vienetai);2;7,9;Apklausa þodþiu;UAB Apsaga;24950000-8;-
2016.04.25;Plaukimo mokykla „Delfinas“;Paslaugos;Vamzdiniø konstrukcijø valymo prapûtimo bûdu paslaugos;Vnt. (vienetai);1;119,79;Apklausa þodþiu;Lietuvos ir Baltarusijos ámonë Liebara;90912000-3;Nepasitelkiama
2016.04.25;Plaukimo mokykla „Delfinas“;Paslaugos;Sporto prekës ir reikmenys;Vnt. (vienetai);9;70;Apklausa þodþiu;UAB „Niksë„;37400000-2;Nepasitelkiama
2016.04.25;Plaukimo mokykla „Delfinas“;Paslaugos;Keleiviniø transporto priemoniø nuoma su vairuotoju;Vnt. (vienetai);1;240;Skelbiama apklausa raðtu;UAB„ Juozas veþa„;60170000-0;Nepasitelkiama
2016.04.25;Plaukimo mokykla „Delfinas“;Paslaugos;"Naftos, akmens anglies ir alyvos produktai
Ávairûs ir labai kokybiðki chemijos produktai
Krovininiø automobiliø, furgonø ir automobiliø atsarginës dalys.
Automobiliø remonto paslaugos";Vnt. (vienetai);4;390,44;Apklausa þodþiu;„Transalda„ UAB;09200000-1 24900000-3 34330000-9 50112100-4;Nepasitelkiama
2016.04.26;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;statybinës medþiagos ir panaðûs gaminiai;Vnt. (vienetai);1;12,16;Apklausa þodþiu;UAB Ermitaþas;44100000-1;0
2016.04.27;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;statybinës medþiagos ir panaðûs gaminiai;Vnt. (vienetai);16;28,16;Apklausa þodþiu;UAB Ermitaþas;44100000-1;0
2016.04.27;Ðiauliø sutrikusios klausos vaikø ugdymo centras;Prekës;Popieriniai higieniniai gaminiai;Vnt. (vienetai);155;60,69;CPO;"UAB ,,Libeta ir KO""";33760000;Ne
2016.04.27;Plaukimo mokykla „Delfinas“;Prekës;Geriamasis vanduo;Vnt. (vienetai);1;1,74;Apklausa þodþiu;Sidabrinë srovë, UAB;41110000-3;Nepasitelkiama
2016.04.27;Plaukimo mokykla „Delfinas“;Paslaugos;Dezinfekavimo ir naikinimo paslaugos;Vnt. (vienetai);1;10,72;Apklausa þodþiu;UAB Ðiauliø dezinfektoriø brigada;90921000-9;Nepasitelkiama
2016.04.27;Ðiauliø Normundo Valterio jaunimo mokykla;Paslaugos;Keliø transporto paslaugos;Vnt. (vienetai);1;121;Skelbiama apklausa raðtu;UAB ,, Transbusas'';60100000;Nëra
2016.04.28;Ðiauliø lengvosios atletikos ir sveikatingumo centras;Prekës;ávairûs maisto produktai;Kg. l. vnt.;607;318,35;Neskelbiama apklausa raðtu;UAB Norfos maþmena;15800000-6;0
2016.04.28;Plaukimo mokykla „Delfinas“;Paslaugos;Duomenø tinklo valdymo ir palaikymo paslaugos;Vnt. (vienetai);1;11,92;Apklausa þodþiu;UAB „Cloudlix„;72315000-6;Nepasitelkiama
2016.04.28;Plaukimo mokykla „Delfinas“;Paslaugos;Keliø transporto paslaugos;Vnt. (vienetai);1;60,5;Apklausa þodþiu;Ind. V. Þigimantas Kauneckas;60100000-9;Nepasitelkiama
2016.04.28;Plaukimo mokykla „Delfinas“;Prekës;Sporto salës árenginiai;Vnt. (vienetai);56;1151,92;Apklausa þodþiu;UAB„ Plastoera„;37420000-8;Nepasitelkiama
2016.04.29;Ðiauliø futbolo akademija;Paslaugos;Keleiviø transporto priemoniø nuoma su vairuotoju;km;121;65;Apklausa þodþiu;UAB Juozas veþa;60170000-0;-
2016.04.29;Plaukimo mokykla „Delfinas“;Paslaugos;Reklamos paslaugos;Vnt. (vienetai);20;66,19;Apklausa þodþiu;UAB„ Garbaris„;79341000-6;Nepasitelkiama
2016.04.29;Plaukimo mokykla „Delfinas“;Paslaugos;Maþmeninës prekybos paslaugos;Vnt. (vienetai);1;269,16;Apklausa þodþiu;UAB „Lietavira„;55900000-9;Nepasitelkiama
